price,Mileage,Location,Year,Brand,Model,Brand_Encoded,Model_Encoded,Loc_Anuradhapura,Loc_Colombo,Loc_Galle,Loc_Gampaha,Loc_Jaffna,Loc_Kalutara,Loc_Kandy,Loc_Kegalle,Loc_Kurunegala,Loc_Other,Loc_Trincomalee,Price_Normalized,Mileage_Normalized
7950000.0,1500.0,4,2024,61,142,61,142,False,True,False,False,False,False,False,False,False,False,False,0.0133207643859219,0.0016749111817227
20350000.0,0.0,4,2025,25,359,25,359,False,True,False,False,False,False,False,False,False,False,False,0.0341619576771485,0.0
20800000.0,10000.0,4,2023,4,33,4,33,False,True,False,False,False,False,False,False,False,False,False,0.0349182913046526,0.0111660745448185
7450000.0,156000.0,4,2010,65,296,65,296,False,True,False,False,False,False,False,False,False,False,False,0.012480393688695,0.1741907628991688
46000000.0,45500.0,10,2018,35,295,35,295,False,False,False,False,False,False,True,False,False,False,False,0.0772729744448873,0.0508056391789242
10650000.0,0.0,4,2025,65,335,65,335,False,True,False,False,False,False,False,False,False,False,False,0.017858766150947,0.0
6100000.0,10000.0,4,2024,61,50,61,50,False,True,False,False,False,False,False,False,False,False,False,0.0102113928061824,0.0111660745448185
5025000.0,127000.0,2,2009,65,259,65,259,False,False,False,False,False,False,False,False,False,True,False,0.0084045958071446,0.1418091467191951
5625000.0,64000.0,6,2018,61,94,61,94,False,False,False,True,False,False,False,False,False,False,False,0.0094130406438169,0.0714628770868385
9100000.0,145411.0,6,2014,25,359,25,359,False,False,False,True,False,False,False,False,False,False,False,0.0152536169895437,0.1623670065636605
21750000.0,34000.0,6,2020,8,374,8,374,False,False,False,True,False,False,False,False,False,False,False,0.0365149956293837,0.0379646534523829
12500000.0,9750.0,4,2025,33,309,33,309,False,True,False,False,False,False,False,False,False,False,False,0.0209681377306865,0.010886922681198
19500000.0,75000.0,4,2020,25,82,25,82,False,True,False,False,False,False,False,False,False,False,False,0.0327333274918628,0.0837455590861388
